Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Entei,70.5,244,fire,none,164.4,127.9,179,3763075,26.5,2490,Fire Spin,Scorching Sands,Flame Charge,5,5,20,100000
Pinsir (Shadow),70.5,127,bug,none,180.8,145.2,131,3437971,31.5,2500,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Zygarde (10% Forme),70.5,718,dragon,ground,175.2,156.1,130,3555115,48,2499,Dragon Tail,Crunch,Earthquake,5,8,20,100000
Crobat,70.4,169,poison,flying,157.5,149.5,168,3955435,41,2500,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Crobat (Shadow),70.4,169,poison,flying,157.5,149.5,168,3955435,41,2500,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Electrode,70.4,101,electric,none,158,158,142,3543829,50,2373,Volt Switch,Discharge,Foul Play,3,3,3,50000
Mismagius,70.4,429,ghost,none,170.5,160.1,133,3630556,40.5,2489,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Mismagius (Shadow),70.4,429,ghost,none,170.5,160.1,133,3630556,40.5,2489,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Wigglytuff,70.4,40,normal,fairy,143.7,88.2,260,3296306,50,2178,Charm,Disarming Voice,Icy Wind,8,8,1,10000
Meloetta (Aria),70.2,648,normal,psychic,164.7,150.2,151,3735910,22.5,2484,Quick Attack,Psyshock,Dazzling Gleam,6,9,20,100000
Kyogre (Shadow),70,382,water,none,174.3,153.3,134,3580557,22.5,2500,Waterfall,Surf,Origin Pulse,5,8,20,100000
Revavroom,70,966,steel,poison,174.1,135.6,151,3563534,31.5,2491,Poison Jab,Overheat,Acid Spray,8,7,3,50000
Yanmega,70,469,bug,flying,176.3,125.9,159,3530271,31.5,2496,Wing Attack,Aerial Ace,Ancient Power,5,6,3,50000
Sceptile,69.9,254,grass,none,175.5,140.7,143,3531846,37,2490,Bullet Seed,Leaf Blade,Breaking Swipe,3,3,3,10000
Victreebel (Shadow),69.7,71,grass,poison,174.7,122.2,167,3566381,46,2498,Razor Leaf,Leaf Blade,Sludge Bomb,9,13,3,50000
Kingler,69.6,99,water,none,187.3,148.3,120,3333406,35.5,2498,Mud Shot,Crabhammer,X-Scissor,6,5,3,50000
Kangaskhan,69.4,115,normal,none,149,141.7,198,4180854,43,2496,Mud Slap,Power-Up Punch,Outrage,4,7,3,50000
Heatmor,69.2,631,fire,none,172.7,118.7,175,3588455,48,2490,Fire Spin,Thunder Punch,Flamethrower,4,6,3,50000
Heliolisk,69.2,695,electric,normal,179,141.3,138,3490724,42.5,2500,Volt Switch,Breaking Swipe,Grass Knot,3,4,3,50000
Jolteon,69.2,135,electric,none,178.4,147.7,132,3479068,33,2498,Volt Switch,Discharge,Last Resort,3,4,5,75000
Scyther (Shadow),69.2,123,bug,flying,173.1,143.6,144,3577958,37.5,2491,Fury Cutter,Aerial Ace,Night Slash,10,9,5,75000
Shelgon,69.2,372,dragon,none,157.1,142.9,149,3344610,50,2296,Dragon Breath,Flamethrower,Dragon Pulse,19,20,5,75000
Sunflora,69.2,192,grass,none,168.1,126,164,3474032,50,2421,Bullet Seed,Leaf Storm,Sludge Bomb,5,4,3,50000
Tornadus (Therian),69.2,641,flying,none,174,144.8,142,3577332,28.5,2500,Gust,Bleakwind Storm,Focus Blast,4,7,20,100000
Cryogonal,69.1,615,ice,none,150.2,177.2,156,4151488,36.5,2500,Ice Shard,Night Slash,Triple Axel,4,5,5,75000
Huntail,68.9,367,water,none,173.6,159.6,130,3602634,46.5,2500,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Oricorio (Pom-Pom),68.9,741,electric,flying,172.6,130.8,160,3612607,45.5,2499,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Rayquaza,68.9,384,dragon,flying,189.1,118.5,147,3293272,24,2497,Dragon Tail,Breaking Swipe,Dragon Ascent,4,8,20,100000
Samurott (Hisuian),68.9,503,water,dark,171.1,128.2,166,3640573,36,2499,Fury Cutter,Icy Wind,Dark Pulse,12,13,3,10000
Entei (Shadow),68.8,244,fire,none,164.4,127.9,179,3763075,26.5,2490,Fire Spin,Scorching Sands,Flame Charge,5,5,20,100000
Latios,68.8,381,dragon,psychic,178.7,147.2,132,3472586,24,2492,Dragon Breath,Dragon Claw,Luster Purge,12,20,20,100000
Omastar (Shadow),68.8,139,rock,water,163.3,163.3,143,3813506,36.5,2497,Mud Shot,Rock Slide,Rock Blast,5,5,5,75000
Donphan (Shadow),68.6,232,ground,none,161.5,145.2,164,3845399,31.5,2495,Counter,Body Slam,Earthquake,5,10,3,50000
Magmar (Shadow),68.6,126,fire,none,174.4,139.5,146,3551007,48,2489,Karate Chop,Fire Punch,Scorching Sands,5,7,5,75000
Meowscarada,68.6,908,grass,dark,181.2,125.4,151,3430112,35.5,2495,Leafage,Night Slash,Grass Knot,5,8,3,10000
Articuno (Shadow),68.4,144,ice,flying,144.6,184.4,161,4294013,31,2496,Ice Shard,Triple Axel,Ancient Power,5,5,20,100000
Golurk (Shadow),68.4,623,ground,ghost,172.1,127.9,164,3611388,35,2496,Mud Slap,Shadow Punch,Dynamic Punch,4,6,5,75000
Granbull (Shadow),68.4,210,fairy,none,173.7,116.8,176,3571337,42,2490,Charm,Close Combat,Crunch,8,8,3,50000
Houndoom,68.4,229,dark,fire,180.2,125.7,152,3441593,40,2494,Snarl,Crunch,Flamethrower,4,5,3,50000
Toxapex,68.4,748,poison,water,108.4,242,127,3331614,50,1905,Poison Jab,Brine,Sludge Wave,8,10,3,50000
Aggron,68.3,306,steel,rock,150.2,199.3,138,4132999,32,2495,Smack Down,Meteor Beam,Heavy Slam,8,7,1,10000
Houndoom (Shadow),68.3,229,dark,fire,180.2,125.7,152,3441593,40,2494,Snarl,Crunch,Flamethrower,4,5,3,50000
Latias (Shadow),68.3,380,dragon,psychic,159.5,178.1,137,3893026,26.5,2497,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Simipour,68.3,516,water,none,176.6,122.4,163,3523110,48.5,2495,Water Gun,Surf,Crunch,14,15,3,50000
Vileplume,68.3,45,grass,poison,165.4,146.1,155,3745323,42.5,2494,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Kabutops,68.1,141,rock,water,175.8,155.4,130,3549720,39,2500,Mud Shot,Stone Edge,Ancient Power,7,5,5,75000
Lunatone,68.1,337,rock,psychic,157.2,138.2,182,3953726,46.5,2497,Confusion,Rock Slide,Moonblast,4,5,3,50000
Machoke (Shadow),68.1,67,fighting,none,161.3,117.6,172,3264574,50,2296,Karate Chop,Cross Chop,Dynamic Punch,5,7,3,50000
Magmortar,68.1,467,fire,none,182.1,132.8,141,3409646,29.5,2496,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Arcanine (Shadow),68,59,fire,none,171.2,130.6,163,3643261,31,2497,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Breloom,68,286,grass,fighting,194.2,122.9,134,3198410,40.5,2499,Counter,Dynamic Punch,Grass Knot,8,8,3,50000
Swanna,68,581,water,flying,165.5,123.5,164,3353483,50,2361,Water Gun,Hurricane,Ice Beam,22,19,3,50000
Chimecho,67.8,358,psychic,none,157.1,155.5,162,3957283,50,2495,Extrasensory,Psyshock,Shadow Ball,5,6,5,75000
Exeggutor (Alolan),67.8,103,grass,dragon,172.7,122.9,169,3587353,30,2489,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Grumpig,67.8,326,psychic,none,146.6,169.2,170,4218159,49.5,2493,Extrasensory,Shadow Ball,Psychic,6,6,1,10000
Keldeo (Ordinary),67.8,647,water,fighting,177.4,134.8,145,3466877,24,2482,Poison Jab,Hydro Pump,Sacred Sword,11,5,20,100000
Lunala,67.8,792,psychic,ghost,166,129.3,175,3755496,22.5,2500,Confusion,Shadow Ball,Moonblast,5,5,20,100000
Solgaleo,67.8,791,psychic,steel,166,129.3,175,3755496,22.5,2500,Fire Spin,Psychic Fangs,Iron Head,4,5,20,100000
Arboliva,67.6,930,grass,normal,166.7,151.1,148,3727859,31.5,2494,Magical Leaf,Earth Power,Seed Bomb,6,5,3,50000
Fraxure,67.6,611,dragon,none,190.2,115.6,149,3276241,49.5,2497,Dragon Tail,Dragon Claw,Night Slash,4,4,5,75000
Glalie (Shadow),67.6,362,ice,none,148.7,148.7,172,3804904,50,2380,Ice Shard,Avalanche,Shadow Ball,5,6,3,50000
Arcanine,67.5,59,fire,none,171.2,130.6,163,3643261,31,2497,Snarl,Crunch,Flamethrower,4,5,3,50000
Grumpig (Shadow),67.5,326,psychic,none,146.6,169.2,170,4218159,49.5,2493,Extrasensory,Shadow Ball,Psychic,6,6,1,10000
Klefki,67.5,707,steel,fairy,147.1,163,137,3284196,50,2204,Astonish,Foul Play,Play Rough,5,6,3,50000
Machoke,67.5,67,fighting,none,161.3,117.6,172,3264574,50,2296,Karate Chop,Cross Chop,Dynamic Punch,5,7,3,50000
Magmar,67.5,126,fire,none,174.4,139.5,146,3551007,48,2489,Karate Chop,Fire Punch,Scorching Sands,5,7,5,75000
Absol (Shadow),67.3,359,dark,none,201.5,107.6,142,3078122,42.5,2491,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Aerodactyl (Shadow),67.3,142,rock,flying,174,134.5,153,3580896,37,2496,Steel Wing,Rock Slide,Earth Power,7,8,5,75000
Rotom (Mow),67.3,479,electric,grass,167.5,183.5,121,3719845,41.5,2499,Thunder Shock,Thunderbolt,Ominous Wind,7,5,5,75000
Cloyster (Shadow),67.2,91,water,ice,153.3,216,122,4039842,42.5,2489,Ice Shard,Icy Wind,Hydro Pump,5,8,3,50000
Exeggutor (Alolan) (Shadow),67.2,103,grass,dragon,172.7,122.9,169,3587353,30,2489,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Hypno (Shadow),67.2,97,psychic,none,133.6,174.8,178,4156705,50,2363,Confusion,Fire Punch,Ice Punch,4,4,3,50000
Maractus,67.2,556,grass,none,178.5,119.8,163,3484880,49.5,2496,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Carracosta,67,565,water,rock,155.4,167.3,153,3977055,40.5,2486,Water Gun,Surf,Body Slam,14,12,5,75000
Omastar,67,139,rock,water,163.3,163.3,143,3813506,36.5,2497,Mud Shot,Rock Slide,Rock Blast,5,5,5,75000
Torterra,67,389,grass,ground,155.1,152.1,170,4008159,33.5,2493,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Scyther,66.8,123,bug,flying,173.1,143.6,144,3577958,37.5,2491,Fury Cutter,Aerial Ace,Night Slash,10,9,5,75000
Zoroark,66.8,571,dark,none,204.2,112.5,133,3055646,41.5,2500,Shadow Claw,Foul Play,Flamethrower,6,7,5,75000
Bruxish,66.7,779,water,psychic,176.9,131.6,151,3516640,46.5,2497,Confusion,Aqua Tail,Psychic Fangs,3,3,3,50000
Claydol,66.7,344,ground,psychic,130.2,205,142,3792090,50,2229,Mud Slap,Scorching Sands,Shadow Ball,6,7,3,50000
Garchomp,66.7,445,dragon,ground,171.1,132,161,3634545,23,2496,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Rhyperior,66.7,464,ground,rock,163.6,136.9,170,3809219,25,2499,Mud Slap,Breaking Swipe,Rock Wrecker,4,6,3,50000
Emboar,66.5,500,fire,fighting,178.5,104.1,188,3494597,32,2498,Ember,Blast Burn,Rock Slide,9,8,3,10000
Beedrill (Shadow),66.3,15,bug,poison,154.6,121.8,149,2806990,50,2087,Poison Jab,Drill Run,X-Scissor,7,6,1,10000
Meowstic (Female),66.3,678,psychic,none,152.1,152.9,163,3791459,50,2401,Confusion,Shadow Ball,Psychic,5,5,3,50000
Nidoking,66.3,34,poison,ground,166.5,136.1,164,3714170,42,2486,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Gurdurr,66.2,533,fighting,none,163.9,125.2,178,3651822,50,2452,Poison Jab,Brick Break,Stone Edge,5,8,5,75000
Dedenne,66,702,electric,fairy,150.4,125.2,152,2862540,50,2081,Thunder Shock,Discharge,Play Rough,5,7,3,50000
Exploud,66,295,normal,none,158,124.2,201,3945180,46.5,2500,Astonish,Crunch,Disarming Voice,5,5,1,10000
Golem,66,76,rock,ground,162.1,155.3,153,3851246,32.5,2498,Mud Shot,Stone Edge,Rock Blast,7,5,1,10000
Meowstic (Male),66,678,psychic,none,152.1,152.9,163,3791459,50,2401,Confusion,Thunderbolt,Psychic,5,5,3,50000
Beartic,65.9,614,ice,none,173.4,121.5,169,3559666,30,2484,Powder Snow,Ice Punch,Surf,5,5,3,50000
Metagross,65.9,376,steel,psychic,172.1,156.4,134,3607384,24,2493,Bullet Punch,Meteor Mash,Earthquake,8,10,5,75000
Qwilfish,65.9,211,water,poison,167.2,128.6,149,3203314,50,2318,Poison Sting,Aqua Tail,Ice Beam,4,7,3,50000
Furfrou,65.7,676,normal,none,150.4,152.9,164,3772567,50,2387,Sucker Punch,Surf,Grass Knot,6,8,5,75000
Aggron (Shadow),65.5,306,steel,rock,150.2,199.3,138,4132999,32,2495,Smack Down,Meteor Beam,Heavy Slam,8,7,1,10000
Golurk,65.5,623,ground,ghost,172.1,127.9,164,3611388,35,2496,Mud Slap,Shadow Punch,Earth Power,4,7,5,75000
Jumpluff (Shadow),65.5,189,grass,flying,111.8,166.4,164,3049506,50,1850,Fairy Wind,Aerial Ace,Acrobatics,5,7,3,50000
Simisear,65.5,514,fire,none,176.6,122.4,163,3523110,48.5,2495,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Solrock,65.5,338,rock,psychic,157.2,138.2,182,3953726,46.5,2497,Confusion,Rock Slide,Psychic,4,5,3,50000
Garchomp (Shadow),65.4,445,dragon,ground,171.1,132,161,3634545,23,2496,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Rhyperior (Shadow),65.4,464,ground,rock,163.6,136.9,170,3809219,25,2499,Mud Slap,Rock Wrecker,Breaking Swipe,6,4,3,50000
Oricorio (Baile),65.2,741,fire,flying,172.6,130.8,160,3612607,45.5,2499,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Tyranitar,65.2,248,rock,dark,167.7,143.8,154,3713313,23.5,2496,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Tyranitar (Shadow),65.2,248,rock,dark,167.7,143.8,154,3713313,23.5,2496,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Lokix,65.1,920,bug,dark,175.5,130.4,155,3548853,46,2496,Sucker Punch,X-Scissor,Dark Pulse,6,8,1,50000
Metagross (Shadow),65.1,376,steel,psychic,172.1,156.4,134,3607384,24,2493,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Nidoking (Shadow),65.1,34,poison,ground,166.5,136.1,164,3714170,42,2486,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Starmie,65.1,121,water,psychic,171,158.3,134,3626255,41,2493,Quick Attack,Ice Beam,Thunder,7,8,3,50000
Ursaluna,65.1,901,ground,normal,162.5,125.6,188,3839029,23.5,2500,Tackle,Ice Punch,High Horsepower,14,20,3,50000
Vileplume (Shadow),65.1,45,grass,poison,165.4,146.1,155,3745323,42.5,2494,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Beedrill,64.9,15,bug,poison,154.6,121.8,149,2806990,50,2087,Poison Jab,Drill Run,X-Scissor,7,6,1,10000
Clawitzer,64.9,693,water,none,174.1,142.5,144,3572394,36.5,2494,Water Gun,Crabhammer,Dark Pulse,17,17,3,50000
Xurkitree,64.9,796,electric,none,215.9,101.9,131,2881005,23,2497,Thunder Shock,Discharge,Power Whip,5,6,20,100000
Exploud (Shadow),64.7,295,normal,none,158,124.2,201,3945180,46.5,2500,Astonish,Crunch,Disarming Voice,5,5,1,10000
Gligar (Shadow),64.7,207,ground,flying,132.8,167.2,149,3307998,50,2099,Wing Attack,Aerial Ace,Night Slash,5,5,5,75000
Archeops,64.6,567,rock,flying,208.1,107.9,133,2985371,27.5,2499,Wing Attack,Dragon Claw,Ancient Power,5,6,5,75000
Carbink,64.6,703,rock,fairy,92.4,252.1,127,2959282,50,1658,Rock Throw,Rock Slide,Moonblast,9,12,5,75000
Gligar,64.6,207,ground,flying,132.8,167.2,149,3307998,50,2099,Wing Attack,Aerial Ace,Night Slash,5,5,5,75000
Mr. Mime,64.6,122,psychic,fairy,173.4,184.3,112,3580104,49.5,2494,Confusion,Shadow Ball,Psychic,5,5,5,75000
Shiinotic,64.6,756,grass,fairy,142,153.8,142,3100951,50,2104,Astonish,Moonblast,Seed Bomb,6,5,3,50000
Zweilous,64.6,634,dark,dragon,146.2,126,160,2948691,50,2079,Dragon Breath,Body Slam,Dark Pulse,12,17,5,75000
Ambipom,64.4,424,normal,none,173.8,127.5,162,3590127,47.5,2500,Astonish,Aerial Ace,Return,4,7,3,50000
Crocalor,64.4,910,fire,none,148.7,125.2,173,3221621,50,2189,Incinerate,Crunch,Disarming Voice,3,3,3,10000
Shaymin (Sky),64.4,492,grass,flying,180.5,121.2,158,3458020,26,2498,Magical Leaf,Grass Knot,Energy Ball,5,6,20,100000
Torterra (Shadow),64.4,389,grass,ground,155.1,152.1,170,4008159,33.5,2493,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Beheeyem,64.3,606,psychic,none,174.1,136.3,150,3560325,36.5,2497,Confusion,Rock Slide,Dark Pulse,4,5,3,50000
Cherrim (Sunshine),64.3,421,grass,none,155.5,141.2,157,3445477,50,2315,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Dartrix,64.1,723,grass,flying,131.9,129.4,168,2868127,50,1950,Leafage,Brave Bird,Energy Ball,8,8,3,10000
Armaldo (Shadow),63.9,348,rock,bug,172.2,143.4,146,3604964,34.5,2495,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Jumpluff,63.8,189,grass,flying,111.8,166.4,164,3049506,50,1850,Fairy Wind,Aerial Ace,Acrobatics,5,7,3,50000
Noivern,63.8,715,flying,dragon,162.5,144,164,3839588,36.5,2498,Air Slash,Hurricane,Draco Meteor,8,8,5,75000
Magcargo,63.6,219,fire,rock,129.4,173.1,127,2844857,50,1924,Incinerate,Stone Edge,Overheat,3,3,1,10000
Munchlax,63.6,446,normal,none,127.7,110.9,252,3570153,50,2139,Tackle,Body Slam,Bulldoze,12,20,5,10000
Floatzel,63.5,419,water,none,184,105.5,173,3358278,45.5,2488,Water Gun,Liquidation,Swift,15,19,3,50000
Haxorus,63.5,612,dragon,none,195.6,126.1,129,3183455,25.5,2500,Counter,Breaking Swipe,Night Slash,5,5,5,75000
Shelgon (Shadow),63.5,372,dragon,none,157.1,142.9,149,3344610,50,2296,Dragon Breath,Flamethrower,Dragon Pulse,19,20,5,75000
Fearow,63.3,22,normal,flying,165.5,124.4,149,3067489,50,2257,Steel Wing,Aerial Ace,Drill Run,6,7,1,10000
Regidrago,63.3,895,dragon,none,154.1,85.9,305,4038371,31.5,2498,Bite,Breaking Swipe,Outrage,18,30,20,100000
Vespiquen,63.3,416,bug,flying,137.8,172.3,157,3727058,50,2267,Fury Cutter,X-Scissor,Power Gem,10,15,3,50000
Azumarill,63.1,184,water,fairy,106.7,140.3,201,3010128,50,1795,Bubble,Play Rough,Ice Beam,6,5,3,50000
Lopunny,63.1,428,normal,none,143.7,175.6,149,3760083,50,2328,Double Kick,Triple Axel,Fire Punch,4,4,3,50000
Glaceon,63,471,ice,none,176.3,157.4,127,3525617,29.5,2500,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Lycanroc (Midnight),63,745,rock,none,171.8,127.9,164,3602247,36.5,2488,Counter,Psychic Fangs,Crunch,5,7,5,50000
Marowak (Alolan),63,105,fire,ghost,133.6,168.9,142,3204426,50,2075,Fire Spin,Shadow Bone,Bone Club,5,4,3,50000
Tauros,63,128,normal,none,160.9,157,153,3865309,40.5,2494,Tackle,Horn Attack,Trailblaze,12,17,3,50000
Arcanine (Hisuian),62.8,59,fire,rock,169.8,129.5,165,3627507,29,2485,Snarl,Rock Slide,Crunch,4,4,3,50000
Darkrai,62.8,491,dark,none,193.1,136.8,121,3195123,24,2484,Snarl,Dark Pulse,Shadow Ball,4,5,20,100000
Garbodor,62.8,569,poison,none,159.3,147.7,166,3906089,47,2499,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Sawsbuck,62.8,586,normal,grass,167.5,131.2,169,3715383,47,2496,Feint Attack,Wild Charge,Trailblaze,8,9,3,50000
Araquanid,62.5,752,water,bug,118.5,196.6,154,3587769,50,2065,Bug Bite,Bug Buzz,Bubble Beam,20,14,3,50000
Seviper,62.5,336,poison,none,177.3,111.8,161,3190279,50,2380,Poison Jab,Crunch,Poison Fang,7,6,3,50000
Alakazam (Shadow),62.3,65,psychic,none,202.8,128.6,118,3076789,30.5,2500,Counter,Fire Punch,Shadow Ball,6,8,3,50000
Armaldo,62.3,348,rock,bug,172.2,143.4,146,3604964,34.5,2495,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Chandelure,62.3,609,ghost,fire,194.8,137.3,119,3182125,27.5,2490,Fire Spin,Shadow Ball,Flame Charge,6,5,5,75000
Lycanroc (Dusk),62.3,745,rock,none,186.3,119.5,150,3339023,37.5,2498,Counter,Stone Edge,Crunch,8,7,5,50000
Oricorio (Sensu),62.3,741,ghost,flying,172.6,130.8,160,3612607,45.5,2499,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Rhydon,62.3,112,ground,rock,163.3,132.4,176,3804487,29,2494,Mud Slap,Breaking Swipe,Stone Edge,4,7,3,50000
Graveler,62.2,75,rock,ground,150.4,150.4,135,3054278,50,2145,Mud Shot,Rock Slide,Dig,5,6,1,10000
Absol,62,359,dark,none,201.5,107.6,142,3078122,42.5,2491,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Alakazam,62,65,psychic,none,202.8,128.6,118,3076789,30.5,2500,Counter,Fire Punch,Shadow Ball,6,8,3,50000
Unfezant,62,521,normal,flying,179.3,121.8,159,3473001,37.5,2495,Steel Wing,Sky Attack,Hyper Beam,8,12,1,10000
Sliggoo,61.8,705,dragon,none,146.2,160.5,154,3613866,50,2303,Water Gun,Muddy Water,Dragon Pulse,12,20,5,75000
Gardevoir (Shadow),61.7,282,psychic,fairy,177,149.5,133,3519444,29.5,2500,Charm,Triple Axel,Shadow Ball,8,10,5,75000
Mesprit,61.7,481,psychic,none,159.4,166.7,147,3905898,31,2499,Confusion,Future Sight,Blizzard,6,7,20,100000
Musharna,61.7,518,psychic,none,146.4,139.4,208,4246921,38,2498,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Rhydon (Shadow),61.7,112,ground,rock,163.3,132.4,176,3804487,29,2494,Mud Slap,Breaking Swipe,Stone Edge,4,7,3,50000
Octillery,61.5,224,water,none,172.5,128.7,161,3575365,47,2489,Lock On,Octazooka,Aurora Beam,10,12,1,10000
Gardevoir,61.4,282,psychic,fairy,177,149.5,133,3519444,29.5,2500,Charm,Triple Axel,Shadow Ball,8,10,5,75000
Marowak,61.4,105,ground,none,133.6,168.9,142,3204426,50,2075,Mud Slap,Rock Slide,Bone Club,5,4,3,50000
Marshtomp,61.4,259,water,ground,143.7,124.4,157,2805603,50,2008,Mud Shot,Mud Bomb,Surf,5,5,3,10000
Masquerain,61.4,284,bug,flying,171.2,136.2,156,3637065,49,2497,Air Slash,Lunge,Air Cutter,5,7,1,10000
Volcarona,61.4,637,bug,fire,180.3,134.3,142,3438074,25,2492,Fire Spin,Overheat,Bug Buzz,6,6,5,75000
Exeggutor (Shadow),61.2,103,grass,psychic,175.6,121.5,166,3540669,31.5,2498,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Salamence,61.2,373,dragon,flying,186.5,117.7,152,3335828,24.5,2500,Dragon Tail,Outrage,Return,7,8,5,75000
Jynx,61,124,ice,psychic,183,130.9,142,3401181,42.5,2495,Confusion,Avalanche,Psyshock,4,4,5,75000
Kartana,61,798,grass,steel,218.4,127.6,102,2842159,25,2493,Razor Leaf,Leaf Blade,Night Slash,9,9,20,100000
Komala,61,775,normal,none,176.1,144.1,139,3525459,42,2493,Rollout,Payback,Play Rough,5,5,3,50000
Toucannon,61,733,normal,flying,176.8,125.4,158,3503553,38,2496,Bullet Seed,Drill Peck,Rock Blast,4,4,1,10000
Bastiodon,60.9,411,rock,steel,91.6,252.9,142,3289653,50,1741,Smack Down,Stone Edge,Flamethrower,7,7,5,75000
Marshtomp (Shadow),60.9,259,water,ground,143.7,124.4,157,2805603,50,2008,Mud Shot,Mud Bomb,Surf,5,5,3,10000
Mr. Rime,60.9,866,ice,psychic,165.9,146,155,3754602,35.5,2497,Ice Shard,Icy Wind,Psychic,5,6,5,75000
Purugly,60.9,432,normal,none,157.1,124.4,158,3087658,50,2208,Shadow Claw,Aerial Ace,Thunder,5,8,3,50000
Exeggutor,60.7,103,grass,psychic,175.6,121.5,166,3540669,31.5,2498,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Oricorio (Pa'u),60.4,741,psychic,flying,172.6,130.8,160,3612607,45.5,2499,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Purugly (Shadow),60.4,432,normal,none,157.1,124.4,158,3087658,50,2208,Shadow Claw,Aerial Ace,Thunder,5,8,3,50000
Ursaluna (Shadow),60.4,901,ground,normal,162.5,125.6,188,3839029,23.5,2500,Tackle,High Horsepower,Ice Punch,20,14,3,50000
Marowak (Shadow),60.1,105,ground,none,133.6,168.9,142,3204426,50,2075,Mud Slap,Rock Slide,Bone Club,5,4,3,50000
Basculin,59.9,550,water,none,171.4,121,157,3256575,50,2363,Water Gun,Aqua Tail,Muddy Water,12,12,1,10000
Golem (Shadow),59.9,76,rock,ground,162.1,155.3,153,3851246,32.5,2498,Mud Slap,Stone Edge,Rock Blast,7,5,1,10000
Accelgor,59.8,617,bug,none,183.4,110.1,167,3371845,45,2488,Water Shuriken,Bug Buzz,Signal Beam,5,4,3,50000
Espeon,59.8,196,psychic,none,191.1,134.8,126,3246027,28.5,2500,Confusion,Psychic Fangs,Shadow Ball,3,5,5,75000
Gabite (Shadow),59.8,444,dragon,ground,157.1,117.6,154,2846814,50,2119,Mud Shot,Dig,Flamethrower,6,7,5,75000
Marowak (Alolan) (Shadow),59.8,105,fire,ghost,133.6,168.9,142,3204426,50,2075,Fire Spin,Shadow Bone,Bone Club,5,4,3,50000
Bastiodon (Shadow),59.6,411,rock,steel,91.6,252.9,142,3289653,50,1741,Smack Down,Stone Edge,Flamethrower,7,7,5,75000
Throh,59.4,538,fighting,none,142.2,139.8,220,4371126,43.5,2495,Low Kick,Body Slam,Focus Blast,7,15,5,75000
Togetic,59.4,176,fairy,flying,129.4,164.7,135,2877261,50,1931,Fairy Wind,Aerial Ace,Ancient Power,5,5,3,50000
Dunsparce,59.3,206,normal,none,122.7,120.2,201,2963150,50,1909,Rollout,Drill Run,Rock Slide,4,4,3,50000
Stantler,59.3,234,normal,none,173.9,122.7,161,3435721,50,2447,Tackle,Wild Charge,Stomp,15,14,3,50000
Stantler (Shadow),59.3,234,normal,none,173.9,122.7,161,3435721,50,2447,Tackle,Wild Charge,Stomp,15,14,3,50000
Lycanroc (Midday),59.1,745,rock,none,184.6,120,152,3365988,38,2498,Sucker Punch,Stone Edge,Drill Run,8,7,5,50000
Sawk,59,539,fighting,none,181.3,127.2,149,3434728,35,2497,Poison Jab,Body Slam,Focus Blast,5,11,5,75000
Xatu,58.8,178,psychic,flying,173.9,135.3,149,3506318,50,2474,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
